title,date,url,scandal_of_company,company_name,related_company_name
,,,N,旧日立造船社長,-
,,,Y,ブックオフ,-
,,,Y,トヨタ,トヨタ自動車
,,,Y,ウエルシア薬局,-
,,,Y,PayPay,-
,,,Y,ウエルシア薬局,-
,,,Y,東西哲学書院,-
,,,N,米ツアー,-
,,,N,-,-
,,,N,-,-
,,,Y,野村HD,-
,,,N,日本モーターボート競走会,-
,,,Y,野村証券,野村ホールディングス
,,,Y,野村ＨＤ,野村ホールディングス
,,,N,福島県,-
,,,Y,野村證券,野村ホールディングス
,,,N,-,-
,,,N,山梨県民信用組合,-
,,,N,-,-
,,,N,鹿児島県警,-
,,,N,山梨県民信用組合,-
,,,N,鹿児島県警,-
,,,N,鹿児島県警,-
,,,N,-,-
,,,N,神奈川県,-
,,,N,京都市バス,-
,,,N,鹿児島県警,-
,,,N,福島県,-
,,,Y,野村ＨＤ,野村ホールディングス
,,,N,鹿児島県警,-
,,,N,鹿児島県警,-
,,,N,鹿児島県,-
,,,N,鹿児島県警,-
,,,N,福島空港,-
,,,N,-,-
,,,N,鹿児島県警,-
,,,N,鳥取県教委,-
,,,N,鹿児島県警,-
,,,N,-,-
,,,N,鹿児島県警,-
,,,N,草野仁,-
,,,N,鹿児島県警,-
,,,Y,野村HD,野村ホールディングス
,,,Y,野村HD,野村ホールディングス
,,,N,鹿児島県警,-
,,,N,-,-
,,,N,鹿児島県警,-
,,,N,鹿児島県警,-
,,,N,衆院選・岩手3区,-
,,,N,鹿児島県警,-
,,,N,鹿児島県警,-
,,,N,鹿児島県警,-
,,,N,-,-
,,,N,-,-
,,,Y,東電,東京電力ホールディングス
,,,N,-,-
,,,N,-,-
,,,N,-,-
,,,N,福島県,-
,,,N,福島県,-
,,,N,秋大病院,-
,,,N,鹿児島県警,-
,,,N,福島県,-
,,,N,鹿児島県警,-
,,,Y,robothome,-
,,,N,鹿児島県警,-
,,,N,福島県,-
,,,N,鹿児島県警,-
,,,N,神奈川県警,-
,,,Y,野村證券,野村ホールディングス
,,,N,鹿児島県警,-
,,,N,鹿児島県警,-
,,,N,鹿児島県警,-
,,,N,鹿児島県警,-
,,,N,日本モーターボート競走会,-
,,,N,鹿児島県警,-
,,,N,水原元通訳,-
,,,Y,山梨県民信用組合,-
,,,N,鹿児島県警,-
,,,N,県警トップ,-
,,,N,盛山晋太郎,-
,,,N,鹿児島県警,-
,,,Y,野村ＨＤ,野村ホールディングス
,,,N,鹿児島県警,-
,,,N,鹿児島県警,-
,,,N,鹿児島県警,-
,,,N,県職員,-
,,,N,鹿児島県警,-
,,,N,大橋和也,-
,,,N,鹿児島県警,-
,,,N,盛山晋太郎,-
,,,N,神奈川県警,-
,,,N,神奈川県警,-
,,,Y,-,-
,,,Y,事業委託受けた会社,-
,,,N,-,-
,,,N,トランプ氏,-
,,,N,トランプ氏,-
,,,N,トランプ氏,-
,,,N,トランプ氏,-
,,,N,トランプ氏,-
,,,Y,野村証券,野村ホールディングス
,,,Y,パナソニックインダストリー,パナソニック
,,,N,日本モーターボート競走会,-
,,,N,-,-
,,,N,-,-
,,,Y,野村証券,野村ホールディングス
,,,Y,パナソニックHD子会社,パナソニック
,,,Y,京都の料亭,-
,,,Y,松山市の飲食店,-
,,,Y,京都の料亭,-
,,,N,トランプ氏,-
,,,N,トランプ氏,-
,,,N,-,-
,,,Y,日野自動車,トヨタ
,,,N,四国地方整備局,-
,,,Y,JR貨物,JR
,,,N,-,-
,,,Y,パナ子会社,パナソニック
,,,N,-,-
,,,Y,JR貨物,JR
,,,Y,JR貨物,JR
,,,N,-,-
,,,Y,パナ子会社,パナソニック
,,,Y,貿易会社,-
,,,N,-,-
,,,Y,IHI子会社,IHI
,,,Y,米メタ,Meta
,,,Y,旧ビッグモーター,-
,,,Y,下鴨茶寮,-
,,,Y,IHI子会社,IHI
,,,N,トランプ氏,-
,,,N,-,-
,,,Y,東証,-
,,,Y,ガス事業会社,-
,,,N,トランプ氏,-
,,,Y,博文栄光堂,-
,,,Y,損保大手4社,-
,,,N,-,-
,,,Y,福岡銀行,-
,,,N,-,-
,,,Y,パナソニックＨＤ子会社,パナソニック
,,,Y,すしざんまい,-
,,,Y,IHI,-
,,,Y,シャープ,Sharp
,,,N,-,-
,,,Y,KPMG,-
,,,Y,NHK子会社,-
,,,Y,パナソニックHD子会社,パナソニック
,,,Y,トヨタ,トヨタ
,,,N,名古屋刑務所,-
,,,N,-,-
,,,N,福冨旅史,-
,,,Y,シャープ,Sharp
,,,N,鳥取県教委,-
,,,Y,トヨタ系,トヨタ
,,,Y,トヨタ,トヨタ
,,,Y,パナソニック インダストリー,パナソニック
,,,Y,シャープ社,Sharp
,,,N,-,-
,,,Y,トヨタ,トヨタ
,,,Y,コンサル会社,-
,,,Y,日野自動車,トヨタ
,,,N,出向裁判官,-
,,,N,-,-
,,,N,トランプ元側近,-
,,,Y,野村HD,野村ホールディングス
,,,N,-,-
,,,N,-,-
,,,Y,博文栄光堂,-
,,,Y,IHI,IHI
,,,N,ヤクルト,-
,,,N,-,-
,,,Y,北谷のコンサル,-
,,,N,-,-
,,,Y,国内８社,-
,,,N,JR九州子会社,-
,,,N,洲本市,-
,,,N,-,-
,,,Y,日本郵船グループのMTI,日本郵船
,,,Y,シャープ,シャープ
,,,N,-,-
,,,N,県教育長,-
,,,Y,日本M＆Aセンター,-
,,,N,宮迫博之,-
,,,Y,IHI・日立造船・川崎重工業,-
,,,N,野川明輝本部長,-
,,,N,鹿児島県警,-
,,,Y,トヨタ,トヨタ
,,,N,鹿児島県警,-
,,,N,-,-
,,,N,ICC検察官,-
,,,N,-,-
,,,N,高知県の中学校教員,-
,,,N,兵庫県警,-
,,,Y,東証,JPX
,,,Y,オリンパス,オリンパス
,,,N,郵政,-
,,,N,草野仁,-
,,,Y,東証,JPX
,,,N,ICC検察官,-
,,,N,ICC検察官,-
,,,N,田代まさしさん,-
,,,N,-,-
,,,N,ICC検察官,-
,,,N,ICC検察官,-
,,,N,鹿児島県警,-
,,,N,ICC検察官,-
,,,N,鹿児島自民,-
,,,N,宮沢博行氏,-
,,,N,-,-
,,,N,長岡教育長,-
,,,N,-,-
,,,N,立大,-
,,,N,宮沢博行氏,-
,,,N,-,-
,,,Y,東電,東京電力
,,,N,永野,-
,,,N,ICC検察官,-
,,,N,丸川珠代氏,-
,,,N,ICC検察官,-
,,,N,-,-
,,,N,斉藤,-
,,,N,鹿児島県警,-
,,,N,-,-
,,,N,ICC検察官,-
,,,N,後藤祐樹氏,-
,,,N,後藤祐樹氏,-
,,,N,酒井菜摘候補,-
,,,N,チャオ・ルースー,-
,,,N,-,-
,,,N,チャオ・ルースー,-
,,,N,チャオ・ルースー,-
,,,Y,吉本興業,吉本興業
,,,N,神奈川県警,-
,,,N,ジョージア大統領,-
,,,N,-,-
,,,N,-,-
,,,N,トランプ氏,-
,,,Y,日野自,日野自動車
,,,Y,Agro MJ,-
,,,Y,IHI・日立造船・川崎重工業,-
,,,Y,PayPay,Zホールディングス
,,,N,トランプ陣営,-
,,,Y,ブックオフ,ブックオフコーポレーション
,,,N,岐阜市内の２事業所,-
,,,Y,JR貨物,日本貨物鉄道
,,,N,-,-
,,,N,-,-
,,,N,-,-
,,,Y,JR貨物,日本貨物鉄道
,,,N,埼玉県警,-
,,,N,農協の施設,-
,,,Y,IHI子会社,IHI
,,,Y,JR貨物,日本貨物鉄道
,,,N,ジョージア議会選,-
,,,N,秋田大医学部附属病院,-
,,,N,国税,-
,,,N,中国人ら２人,-
,,,N,-,-
,,,Y,美容室経営の会社,-
,,,N,-,-
,,,N,労組,-
,,,N,-,-
,,,Y,日野自動車,日野自動車
,,,N,-,-
,,,N,ジョージア大統領,-
,,,N,東欧ジョージア,-
,,,N,-,-
,,,Y,マック,-
,,,Y,NHK子会社,-
,,,N,-,-
,,,Y,ダイハツ,-
,,,Y,飲食店,-
,,,N,裁判官,-
,,,Y,シャープ,シャープ株式会社
,,,N,-,-
,,,Y,NTT,日本電信電話株式会社
,,,Y,スローヴィレッジ,-
,,,N,通信事業者,-
,,,N,-,-
,,,N,刑法学者,-
,,,Y,IHI,株式会社IHI
,,,Y,JR貨物,日本貨物鉄道株式会社
,,,N,ジョージア総選挙,-
,,,Y,東証,日本取引所グループ株式会社
,,,Y,志布志の業者,-
,,,N,スティーブ・バノン,-
,,,Y,会社元代表,-
,,,Y,ＪＡ熊本市,-
,,,N,裁判所,-
,,,N,14歳の中学生,-
,,,N,さいたま市,-
,,,Y,日野自動車,日野自動車株式会社
,,,Y,JAしおのや,-
,,,N,-,-
,,,N,東京女子医科大学,-
,,,N,20代の隊員,-
,,,N,新潟県、県立病院職員,-
,,,Y,シャープ,シャープ株式会社
,,,N,専門学校,-
,,,N,-,-
,,,N,埼玉県警,-
,,,N,新幹線「エクスプレス予約」,-
,,,Y,トヨタ,トヨタ自動車株式会社
,,,N,佐世保市の消防士,-
,,,Y,小糸製作所,-
,,,Y,投資ファンド,-
,,,Y,ゲームフリーク,-
,,,Y,キッザニア,-
,,,N,京大「11月祭」,-
,,,N,-,-
,,,N,JR貨物,日本貨物鉄道株式会社
,,,Y,バーガーキング,-
,,,N,佐世保市消防職員,-
,,,Y,トヨタ,トヨタ自動車株式会社
,,,N,ジョージア,-
,,,Y,シャープ,シャープ株式会社
,,,Y,日野自,日野自動車株式会社
,,,Y,日野自動車,日野自動車株式会社
,,,N,-,-
,,,N,-,-
,,,Y,投資ファンド元代表,-
,,,N,Ｊリーグ,-
,,,Y,メルカリ ハロ,-
,,,N,-,-
,,,N,ウクライナ,-
,,,N,京都大学,-
,,,N,国内自動車8社,-
,,,Y,トヨタ自動車,トヨタ自動車株式会社
,,,N,維新の会,-
,,,N,愛媛県庁,-
,,,N,衆議院選挙2024,-
,,,N,愛媛県職員,-
,,,N,新潟5区,-
,,,N,博物館勤務の50代男性職員,-
,,,Y,八十二銀,-
,,,N,斉藤、渡部,-
,,,Y,東証,日本取引所グループ株式会社
,,,N,-,-
,,,N,熊本の消防士長,-
,,,N,とちぎの政治家,-
,,,N,滋賀県議,-
,,,Y,LINEヤフー,ヤフー株式会社
,,,N,-,-
,,,N,31歳の俳優,-
,,,N,京都府警,-
,,,N,小沢一郎,-
,,,N,埼玉県教育局の女性幹部,-
,,,N,芸能界,-
,,,N,-,-
,,,N,-,-
,,,N,手越祐也,-
,,,N,永野,-
,,,N,自民離党の議員,-
,,,N,-,-
,,,Y,ＤｅＮＡ,株式会社DeNA
,,,Y,ＤｅＮＡ,株式会社DeNA
,,,N,芸能界,-
,,,N,斉藤、渡部,-
,,,N,藤本敏史,-
,,,N,元商社勤務の70代男性,-
,,,N,ブラジル人FW,-
,,,N,ブラジル人FW,-
,,,N,-,-
,,,Y,DeNA石川,株式会社DeNA
,,,N,自民離党の議員,-
,,,Y,ＤｅＮＡ,ＤｅＮＡ
,,,N,韓国タレント医師,-
,,,Y,DeNA,DeNA
,,,N,手越祐也,-
,,,N,不祥事芸人,-
,,,N,手越祐也,-
,,,N,アンジャ児嶋,-
,,,N,高畑裕太,-
,,,N,フワちゃん,-
,,,Y,ブックオフ,ブックオフ
,,,Y,-,-
,,,N,-,-
,,,N,-,-
,,,Y,Agro MJ,Agro Japan
,,,N,-,-
,,,N,-,-
,,,N,-,-
,,,N,-,-
,,,N,トランプ氏,-
,,,N,-,-
,,,Y,三菱電機,三菱電機
,,,Y,Spider AF,-
,,,Y,野村証券,野村ホールディングス
,,,N,-,-
,,,Y,JR貨物,JR東日本
,,,Y,Swift,-
,,,Y,八十二銀行,八十二銀行
,,,N,裁判官,-
,,,N,秋田大医学部附属病院の看護師,-
,,,N,-,-
,,,Y,-,-
,,,Y,タリーズ,伊藤忠商事
,,,Y,ChillStack,-
,,,N,-,-
,,,N,-,-
,,,N,-,-
,,,N,裁判官,-
,,,N,-,-
,,,N,-,-
,,,Y,ジャストプランニング,-
,,,N,-,-
,,,N,-,-
,,,N,-,-
,,,Y,埼玉医大附属図書館,埼玉医科大学
,,,N,-,-
,,,N,-,-
,,,Y,ブックオフ,ブックオフ
,,,N,-,-
,,,Y,カシオ計,カシオ計算機
,,,N,-,-
,,,N,-,-
,,,N,-,-
,,,N,-,-
,,,Y,Connected Base,-
,,,Y,西宮の医療法人,-
,,,N,-,-
,,,Y,ブックオフ,ブックオフ
,,,N,-,-
,,,N,-,-
,,,N,-,-
,,,Y,CoCo壱番屋,壱番屋
,,,Y,ニデック子会社,ニデック
,,,N,東証社員,-
,,,Y,志布志の業者,-
,,,N,-,-
,,,Y,ガリバー,-
,,,Y,ガリバー,-
,,,N,-,-
,,,N,-,-
,,,N,-,-
,,,Y,-,-
,,,Y,広島市の飲食業者,-
,,,N,-,-
,,,Y,カシオ計算機,カシオ計算機
,,,N,岡山大学,-
,,,Y,カシオ計算機,カシオ計算機
,,,N,ウクライナ検事総長,-
,,,Y,レッドブルF1,レッドブル
,,,Y,トヨタ子会社,トヨタ
,,,N,-,-
,,,Y,ジェイテクト,ジェイテクト
,,,N,海自,-
,,,N,トランプ前大統領,-
,,,Y,トヨタ子会社,トヨタ
,,,N,埼玉県警,-
,,,Y,タリーズ オンラインストア,伊藤忠商事
,,,Y,東京ガス子会社,東京ガス
,,,Y,キッザニア,-
,,,N,-,-
,,,Y,マニュライフ生命保険,マニュライフ
,,,Y,日清ファルマ,日清製粉グループ
,,,N,ビットコイン,-
,,,Y,バーガーキング,レストラン・ブランズ・インターナショナル
,,,Y,-,-
,,,N,-,-
,,,Y,アクル,-
,,,Y,デロイトトーマツ,-
,,,N,-,-
,,,N,-,-
,,,N,-,-
,,,N,県警,-
,,,N,維新議員,-
,,,N,-,-
,,,N,-,-
,,,Y,デロイト トーマツ,-
,,,N,県警,-
,,,Y,デロイト トーマツ,-
,,,N,島根原発2号機,-
,,,N,高市,-
,,,N,梅谷氏,-
,,,N,県立高校,-
,,,N,鹿児島県警,-
,,,N,鹿児島県教委,-
,,,Y,八十二銀,八十二銀行
,,,N,梅谷氏,-
,,,N,四日市市,-
,,,N,藤田菜七子騎手,-
,,,N,-,-
,,,N,ジャンポケ斉藤,-
,,,N,ジャンポケ斉藤,-
,,,N,鹿児島県警,-
,,,N,-,-
,,,Y,ジャフコ,-
,,,N,-,-
,,,Y,野村証券,-
,,,N,-,-
,,,N,元ジャングルポケット斉藤慎二,-
,,,N,鹿児島県警,-
,,,N,鹿児島県警,-
,,,N,モグライダー,-
,,,N,ＪＲＡ,-
,,,N,ユンソナ,-
,,,N,元NHK理事,-
,,,N,ダウンタウン松本人志,-
,,,N,手越祐也,-
,,,N,元NHK理事,-
,,,N,藤本敏史,-
,,,N,人気韓流アイドル,-
,,,N,ex JAYWALK中村耕一,-
,,,N,梅谷氏,-
,,,N,-,-
,,,N,ユンソナ,-
,,,N,ダウンタウン松本人志,-
,,,N,中村耕一,-
,,,N,ユンソナ,-
,,,N,元NHK理事,-
,,,N,人気韓流アイドル,-
,,,N,元ジャンポケ斉藤,-
,,,N,-,-
,,,N,フジモン,-
,,,N,緒方法親,-
,,,Y,ブックオフ,株式会社ブックオフコーポレーション
,,,Y,Mulai社,-
,,,Y,ブックオフ,株式会社ブックオフコーポレーション
,,,Y,デロイト トーマツ,-
,,,N,-,-
,,,Y,ブックオフ,株式会社ブックオフコーポレーション
,,,N,-,-
,,,Y,デロイト トーマツ,-
,,,N,女性騎手,-
,,,Y,ブックオフ,株式会社ブックオフコーポレーション
,,,Y,ゆうちょ,日本郵政グループ
,,,Y,盛岡ガス,-
,,,Y,日本郵便,日本郵政グループ
,,,Y,三菱電機,-
,,,Y,Spider Labs,-
,,,N,-,-
,,,N,-,-
,,,Y,野村証券,-
,,,N,-,-
,,,N,京都市,-
,,,N,-,-
,,,Y,日本郵便,日本郵政グループ
,,,Y,タリーズオンライン,-
,,,N,日大,-
,,,N,会計検査院,-
,,,Y,オーイズミフーズ,-
,,,Y,イオンカード,イオングループ
,,,Y,イオンカード,イオングループ
,,,N,-,-
,,,Y,ブックオフ,株式会社ブックオフコーポレーション
,,,Y,イオンカード,イオングループ
,,,N,群馬,-
,,,N,岐阜,-
,,,Y,カシオ計算機,-
,,,N,-,-
,,,N,-,-
,,,Y,日本郵便,日本郵政グループ
,,,N,永野猛蔵,-
,,,Y,米Stripe,-
,,,Y,トヨタ,-
,,,N,大塚敏美育英奨学財団,-
,,,N,-,-
,,,N,岡山大学,-
,,,Y,Stripe,-
,,,Y,かっぱ寿司,カッパ・クリエイト株式会社
,,,N,-,-
,,,N,-,-
,,,Y,千葉銀,千葉銀行
