title,date,url,scandal_of_company,company_name,related_company_name
【11月13日付社説】公務員の不祥事/ 県民に尽くす立場忘れるな,2024-11-13 09:47:04,https://www.msn.com/ja-jp/news/national/11%E6%9C%8813%E6%97%A5%E4%BB%98%E7%A4%BE%E8%AA%AC-%E5%85%AC%E5%8B%99%E5%93%A1%E3%81%AE%E4%B8%8D%E7%A5%A5%E4%BA%8B-%E7%9C%8C%E6%B0%91%E3%81%AB%E5%B0%BD%E3%81%8F%E3%81%99%E7%AB%8B%E5%A0%B4%E5%BF%98%E3%82%8C%E3%82%8B%E3%81%AA/ar-AA1tYoV7,N,-,-
偽造バーコードを使用 セルフレジで商品を不正に安く入手 岐阜市の男を再逮捕 | 東海地方のニュース【CBC news】 | CBC web,2024-11-13 08:50:00,https://newsdig.tbs.co.jp/articles/cbc/1549734,N,岐阜市の男,-
あの“不祥事”芸人をもっとドラマで使うべき 「すごく良くて」名優・ 生瀬勝久が力説するワケ,2024-11-13 08:46:51,https://www.msn.com/ja-jp/news/entertainment/%E3%81%82%E3%81%AE-%E4%B8%8D%E7%A5%A5%E4%BA%8B-%E8%8A%B8%E4%BA%BA%E3%82%92%E3%82%82%E3%81%A3%E3%81%A8%E3%83%89%E3%83%A9%E3%83%9E%E3%81%A7%E4%BD%BF%E3%81%86%E3%81%B9%E3%81%8D-%E3%81%99%E3%81%94%E3%81%8F%E8%89%AF%E3%81%8F%E3%81%A6-%E5%90%8D%E5%84%AA-%E7%94%9F%E7%80%AC%E5%8B%9D%E4%B9%85%E3%81%8C%E5%8A%9B%E8%AA%AC%E3%81%99%E3%82%8B%E3%83%AF%E3%82%B1/ar-AA1tY0of,N,生瀬勝久,-
【11月13日付社説】公務員の不祥事/県民に尽くす立場忘れるな,2024-11-13 08:15:00,https://www.47news.jp/11760219.html,N,-,-
「the b 水道橋」の予約・販売管理システムに不正アクセス、宿泊者の個人情報が流出した可能性,2024-11-13 08:05:09,https://scan.netsecurity.ne.jp/article/2024/11/13/51908.html,Y,the b 水道橋,-
写真ニュース(1/1): あの“不祥事”芸人をもっとドラマで使うべき 「すごく良くて」名優・生瀬勝久が力説するワケ,2024-11-13 07:32:00,https://news.biglobe.ne.jp/entertainment/1113/2154153145/spn_spn_20241113s10041000053000p_view_jpg.html,N,生瀬勝久,-
あの“不祥事”芸人をもっとドラマで使うべき 「すごく良くて」名優・生瀬勝久が力説するワケ,2024-11-13 07:30:00,https://news.livedoor.com/article/detail/27545622/,N,生瀬勝久,-
損保ジャパン、本社に不祥事の「伝承室」を設置 毎年11月を振り返りの月間に｜自動車流通・新車ディーラー｜紙面記事,2024-11-13 05:00:00,https://www.netdenjd.com/articles/-/309451,Y,損保ジャパン,-
不正体質は治らず隠蔽まで露呈、ツバキ・ナカシマがまた品質偽装,2024-11-13 05:00:00,https://xtech.nikkei.com/atcl/nxt/column/18/00001/09976/,Y,ツバキ・ナカシマ,長野製作所
ブックオフ、社長報酬30%返上 架空取引など不正で,2024-11-13 04:45:15,https://www.nikkei.com/nkd/company/article/?DisplayType\u003d1\u0026ng\u003dDGKKZO84748730S4A111C2TB1000\u0026scode\u003d9278\u0026ba\u003d1,Y,ブックオフ,-
ＳＩＭ不正契約事件 携帯販売店元従業員に無罪判決 福岡地裁,2024-11-12 22:31:00,https://www3.nhk.or.jp/lnews/fukuoka/20241112/5010026187.html,N,-,-
ＳＩＭ不正契約事件 携帯販売店従業員に無罪判決 福岡地裁,2024-11-12 22:31:00,https://www3.nhk.or.jp/fukuoka-news/20241112/5010026187.html,N,-,-
ブックオフ内部不正、社長報酬30％返上 再発防止策にPOSシステムの改修や防犯カメラの増設も（1/2 ページ）,2024-11-12 20:12:00,https://www.itmedia.co.jp/news/articles/2411/12/news195.html,Y,ブックオフ,-
２次元コード決済サービス悪用 人気ゲーム機不正購入か 愛知,2024-11-12 19:27:00,https://www3.nhk.or.jp/tokai-news/20241112/3000038412.html,Y,-,-
【懲戒処分】通勤手当を不正受給 借金の緊急連絡先として職員の情報を漏えい 役場に督促電話やFAXが相次ぎ発覚 福岡,2024-11-12 19:12:00,https://news.ntv.co.jp/n/fbs/category/society/fs24840e832f884590a872aeb775569a17,N,-,-
過激派・革マルを家宅捜索 コロナ給付金などを不正受給疑い 警視庁,2024-11-12 19:00:00,https://www.asahi.com/articles/ASSCD30PXSCDUTIL01LM.html,N,革マル,-
革マル派のアジトを家宅捜索、コロナ給付金不正受給の疑い 活動資金にしていたか,2024-11-12 18:38:42,https://www.tokyo-np.co.jp/article/366433,N,革マル派,-
ブックオフ 架空買い取りなど不正確認 社長の報酬30％減額,2024-11-12 18:23:02,https://www3.nhk.or.jp/news/html/20241112/k10014636361000.html,Y,ブックオフ,ブックオフグループ
ブックオフ、社長報酬30%返上 従業員不正で再発防止策,2024-11-12 18:05:56,https://www.nikkei.com/article/DGXZQOUC1272T0S4A111C2000000/,Y,ブックオフ,ブックオフグループ
“通勤手当の不正受給など”岡垣町職員が停職６か月の懲戒処分,2024-11-12 17:36:00,https://www3.nhk.or.jp/lnews/kitakyushu/20241112/5020016840.html,N,岡垣町,-
紙の保険証廃止、平デジタル相「不正の穴ふさぐべき」,2024-11-12 16:39:20,https://www.nikkei.com/article/DGXZQOUA126F80S4A111C2000000/,N,平デジタル,-
特装車荷台製造４社カルテルか 独禁法違反疑いで立ち入り検査,2024-11-12 15:38:00,https://www3.nhk.or.jp/lnews/kobe/20241112/2020026960.html,Y,-,-
過激派・革マル派アジトに家宅捜索 新型コロナ給付金など不正受給の疑い 警視庁公安部,2024-11-12 14:41:00,https://news.ntv.co.jp/category/society/55c32337486f4c49b82b1e2a02428c50,N,過激派・革マル派,-
トレーラーなどの「架装物」でカルテルの疑い、公取委が大手メーカーに立ち入り検査,2024-11-12 13:22:22,https://online.logi-biz.com/113317/,Y,-,-
ICC、主任検察官に対する外部調査実施を発表 性的不正行為の疑惑で,2024-11-12 13:13:39,https://www.bbc.com/japanese/articles/c74l0v4vdzlo,N,ICC,-
過激派・革マル派のアジトを詐欺容疑で捜索、新型コロナ給付金不正受給の疑い…活動資金の可能性,2024-11-12 11:36:00,https://www.yomiuri.co.jp/national/20241112-OYT1T50076/,N,過激派・革マル派,-
10～30代男女が「もうテレビで見たくない不祥事芸能人」、不同意性交容疑のジャンポケ斉藤を抑えたのは【トップ3】｜ニュース,2024-11-12 11:00:00,https://pinzuba.news/articles/-/8804,N,ジャンポケ斉藤,-
10～30代男女が「もうテレビで見たくない不祥事芸能人」、不同意性交容疑のジャンポケ斉藤を抑えたのは【トップ3】,2024-11-12 11:00:00,https://pinzuba.news/articles/-/8804?page\u003d3,N,ジャンポケ斉藤,-
「ダンロップスポーツ公式オンラインストア」不正注文検知サービス「O-PLUX」と「3Dセキュア」との併用でクレカ不正利用対策を強化,2024-11-12 08:30:01,https://prtimes.jp/main/html/rd/p/000000156.000009799.html,Y,ダンロップスポーツ公式オンラインストア,住友ゴム工業
ＩＣＣ主任検察官の不祥事調査 - 女性職員にセクハラ疑惑,2024-11-12 07:33:12,https://www.nara-np.co.jp/global/2024111201000170.html,N,ICC主任検察官,-
7月不祥事「猛省しゴルフに向き合っていきたい」3季連続シードの31歳の出場停止明ける、14日開幕ダンロップフェニックス出場へ,2024-11-12 07:06:28,https://nishispo.nishinippon.co.jp/article/872836?rct\u003dothers,N,-,-
ICC主任検察官の不祥事調査 女性職員にセクハラ疑惑,2024-11-12 06:36:44,https://www.nippon.com/ja/news/kd1228821285608849628/,N,ICC主任検察官,-
ICC主任検察官の不祥事調査 女性職員にセクハラ疑惑（2024年11月12日）｜BIGLOBEニュース,2024-11-12 06:36:44,https://news.biglobe.ne.jp/international/1112/kyo_241112_0137152967.html,N,ICC主任検察官,-
ＩＣＣ主任検察官の不祥事調査,2024-11-12 06:36:26,https://webun.jp/articles/-/706439,N,ICC主任検察官,-
ＩＣＣ主任検察官の不祥事調査 女性職員にセクハラ疑惑,2024-11-12 06:36:26,https://www.niigata-nippo.co.jp/articles/-/507999,N,ICC主任検察官,-
ICC主任検察官の不祥事調査 女性職員にセクハラ疑惑 (2024年11月12日),2024-11-12 06:36:00,https://www.excite.co.jp/news/article/Kyodo_1228821285608849628/,N,ICC主任検察官,-
写真ニュース(1/1): ICC主任検察官の不祥事調査 女性職員にセクハラ疑惑,2024-11-12 06:36:00,https://news.biglobe.ne.jp/international/1112/0137152967/kyo_kyo_origin_1_1_jpg.html,N,ICC主任検察官,-
ICC主任検察官の不祥事調査,2024-11-12 06:36:00,https://article.auone.jp/detail/1/4/8/229_8_r_20241112_1731361042157930,N,ICC主任検察官,-
ICC主任検察官の不祥事調査 女性職員にセクハラ疑惑 ｜ 共同通信,2024-11-12 06:36:00,https://nordot.app/1228821285608849628,N,ICC主任検察官,-
再び増える企業不正、内部通報の機能不全を解消するには,2024-11-12 06:00:18,https://www.nikkei.com/live/event/EVT241028003,Y,-,-
不祥事続発で「越境」研修 損保Ｊ、上意下達を是正,2024-11-12 04:00:00,https://www.sanin-chuo.co.jp/articles/-/678386,Y,損保J,-
ＩＣＣカーン主任検察官に性的不祥事疑惑、外部調査を開始へ（字幕・10日）,2024-11-11 23:56:33,https://www.msn.com/ja-jp/news/world/%EF%BD%89%EF%BD%83%EF%BD%83%E3%82%AB%E3%83%BC%E3%83%B3%E4%B8%BB%E4%BB%BB%E6%A4%9C%E5%AF%9F%E5%AE%98%E3%81%AB%E6%80%A7%E7%9A%84%E4%B8%8D%E7%A5%A5%E4%BA%8B%E7%96%91%E6%83%91-%E5%A4%96%E9%83%A8%E8%AA%BF%E6%9F%BB%E3%82%92%E9%96%8B%E5%A7%8B%E3%81%B8-%E5%AD%97%E5%B9%95-10%E6%97%A5/vi-AA1tQUOX,N,ICCカーン主任検察官,-
日本生命、就業不能保険の販売停止へ 不正対策,2024-11-11 21:00:00,https://www.nikkei.com/article/DGXZQOUB113VB0R11C24A1000000/,Y,日本生命,日本生命保険
ウエルシアで従業員がサポート詐欺被害、不正アクセスで約4万人の個人情報流出か,2024-11-11 20:00:00,https://xtech.nikkei.com/atcl/nxt/news/24/01793/,Y,ウエルシア,ウエルシアホールディングス
ツバキ・ナカシマ、品質検査不正＝ボールねじで数値改ざん,2024-11-11 18:15:11,https://www.risktaisaku.com/articles/-/97143,Y,ツバキ・ナカシマ,-
「THE BOYZ」エリック、思わぬ不祥事…直筆の手紙と一緒に投稿した“とんでもない製品”とは？,2024-11-11 17:47:06,https://www.msn.com/ja-jp/news/entertainment/%E3%83%9A%E3%83%9A%E3%83%AD%E3%81%A0%E3%81%A8%E6%80%9D%E3%81%A3%E3%81%A6-the-boyz-%E3%82%A8%E3%83%AA%E3%83%83%E3%82%AF-%E3%83%95%E3%82%A1%E3%83%B3%E3%81%AB%E7%9B%B4%E7%AD%86%E3%81%AE%E6%89%8B%E7%B4%99%E3%81%A8%E4%B8%80%E7%B7%92%E3%81%AB%E3%81%A8%E3%82%93%E3%81%A7%E3%82%82%E3%81%AA%E3%81%84-%E8%A3%BD%E5%93%81-%E3%82%92%E9%80%81%E3%82%8B-%E3%81%84%E3%81%A3%E3%81%9F%E3%81%84%E3%81%A9%E3%81%86%E3%81%97%E3%81%9F%E3%81%AE/ar-AA1tRqpi,N,THE BOYZ,-
出資法違反事件 840万円を不正に集めた罪 会社役員の男に懲役1年求刑 山梨,2024-11-11 17:17:01,https://news.ntv.co.jp/n/ybs/category/society/ys67448d820b3c404f9fc6203268da0e30,Y,会社役員,-
最新のビデオ,2024-11-11 14:31:36,https://www.reuters.com/video/watch/idOWjpvC8JLNCUI5Z1XH7668DG9SKS37C/,N,-,-
顧客情報3万9805人分漏洩か ウエルシア薬局、不正アクセスで,2024-11-11 11:33:00,https://mf.jiho.jp/article/255380,Y,ウエルシア薬局,ウエルシアホールディングス
学術書の出版社、5万338名の個人情報流出の被害 クレジットカードすでに悪用も【東西哲学書院】,2024-11-11 10:12:21,https://act1.co.jp/2024_11_11-1/,Y,東西哲学書院,-
"「下鴨茶寮オンラインショップ」への不正アクセスで 16,682 名のカード情報漏えいの可能性",2024-11-11 08:05:06,https://scan.netsecurity.ne.jp/article/2024/11/11/51893.html,Y,下鴨茶寮オンラインショップ,-
東北学院大学が不正アクセス被害、学生の成績情報など７０８５件の個人情報流出,2024-11-10 20:42:00,https://www.yomiuri.co.jp/national/20241108-OYT1T50046/,N,東北学院大学,-
米ツアーで珍事 ボール捜索を怠り失格処分に「重大な不正行為」,2024-11-10 19:39:00,https://www.alba.co.jp/articles/category/tour/pga/post/bbjh8w38r/,N,-,-
上重聡アナ、フリー直後の苦悩語る 15年に報じられた不祥事は「若気の至りが」,2024-11-10 16:07:09,https://news.nifty.com/topics/spa/241110798464/,N,上重聡アナ,-
17歳の中国人数学天才少女 不正行為で成績取り消し,2024-11-10 12:00:00,https://www.jiji.com/jc/article?k\u003d3547799\u0026g\u003dcgtn,N,17歳の中国人数学天才少女,-
わいせつ行為で複数女性が被害 高知県職員に停職１年の重い懲戒処分 不同意の身体接触など,2024-11-09 08:35:00,https://www.kochinews.co.jp/article/detail/802501,N,高知県職員,-
不祥事相次ぐ鹿児島県警 警察庁の見解は? 書面で回答された本部長の転出経緯と、「隠蔽の疑惑なし」との結論根拠,2024-11-09 07:00:00,https://373news.com/_news/storyid/204175/,N,鹿児島県警,-
旧BM、一部の顧客にQUOカード500円分送付 被害対応案が判明,2024-11-09 06:00:00,https://www.asahi.com/articles/ASSC81J26SC8ULFA01JM.html,Y,旧BM,-
【解説人語】648億円の無駄遣い暴く 不正の「監視役」会計検査院とは,2024-11-08 21:44:16,https://www.asahi.com/articles/ASSC8443ZSC8ULZU003M.html,N,会計検査院,-
鹿児島県警の不祥事に幕引き…前本部長は降格か？「自動車安全運転センター」に異動の不自然,2024-11-08 20:52:59,https://news.nifty.com/topics/gendai/241108798098/,N,鹿児島県警,-
公用車の不正利用で職員減給 通勤や帰省で2100キロ使用 岡山市 [岡山県],2024-11-08 20:50:00,https://www.asahi.com/articles/ASSC834VDSC8PITB00CM.html,N,岡山市,-
ウエルシア薬局に不正アクセス、公式通販サイト会員ら４万人の個人情報流出か,2024-11-08 20:23:00,https://www.yomiuri.co.jp/national/20241108-OYT1T50136/,Y,ウエルシア薬局,ウエルシアホールディングス
総代会で不祥事を謝罪 県民信組,2024-11-08 19:45:00,https://www.sannichi.co.jp/article/2024/11/08/80586760?g\u003dca_l_national,N,県民信組,-
グループホーム運営「恵」の不正問題、事業所の一括譲渡決定 厚労省,2024-11-08 18:50:00,https://www.asahi.com/articles/ASSC832S7SC8UTFL00HM.html,N,恵,-
公用車不正使用で岡山市職員を減給処分 請求書不適切処理で裁判所勤務の事務官を戒告処分,2024-11-08 18:49:00,https://news.ntv.co.jp/category/society/rnbf6e34ee6d7f426fa0983f2b13343be4,N,岡山市職員,-
ウエルシア薬局 不正アクセス受け4万人近くの個人情報漏えいか | NHK | IT・ネット,2024-11-08 18:31:04,https://www3.nhk.or.jp/news/html/20241108/k10014633111000.html,Y,ウエルシア薬局,ウエルシアホールディングス
ウエルシアに不正アクセス 顧客情報4万人分流出の恐れ,2024-11-08 18:27:20,https://www.nikkei.com/article/DGXZQOUC0877V0Y4A101C2000000/,Y,ウエルシア,ウエルシアホールディングス
損保ジャパン、毎年１１月を「反省月間」に ビッグモーター不正で,2024-11-08 17:23:00,https://www.jiji.com/jc/article?k\u003d2024110801074\u0026g\u003deco,Y,損保ジャパン,MS&ADインシュアランスグループホールディングス
ウエルシア薬局に不正アクセス＝４万人の情報漏えいか,2024-11-08 16:49:00,https://sp.m.jiji.com/article/show/3380468,Y,ウエルシア薬局,ウエルシアホールディングス
カナデビア社長、船舶エンジン不正を陳謝 開発に遅れも,2024-11-08 16:20:24,https://www.nikkei.com/article/DGXZQOUF15A2U0V11C24A0000000/,Y,カナデビア,-
エンジン不正を謝罪＝旧日立造船社長、発覚後初,2024-11-08 15:31:00,https://sp.m.jiji.com/article/show/3380393,Y,旧日立造船,日立造船株式会社
一大イベントの直前に不祥事発覚 カナデビア社長「極めて残念」,2024-11-08 15:02:29,https://www.asahi.com/articles/ASSC81SZQSC8ULFA027M.html,Y,カナデビア,-
一大イベントの直前に不祥事発覚 カナデビア社長「極めて残念」 (2024年11月8日掲載),2024-11-08 15:02:29,https://news.livedoor.com/topics/detail/27517724/,Y,カナデビア,-
【 画像2/2枚 】一大イベントの直前に不祥事発覚 カナデビア社長「極めて残念」,2024-11-08 15:02:29,https://www.asahi.com/amp/articles/photo/AS20241108001870.html,Y,カナデビア,-
一大イベントの直前に不祥事発覚 カナデビア社長「極めて残念」 \u003d 社会 - 写真,2024-11-08 15:02:00,https://news.goo.ne.jp/picture/nation/ASSC81SZQSC8ULFA027M.html,Y,カナデビア,-
和泊町 医療法人が県の補助金を不正受給 県が全額返還を命令,2024-11-08 12:19:00,https://www3.nhk.or.jp/lnews/kagoshima/20241108/5050028862.html,N,和泊町,-
Akamai Account Protector、詐欺や不正への対策に新機能を追加,2024-11-08 11:00:03,https://prtimes.jp/main/html/rd/p/000000231.000031697.html,Y,Akamai,Akamai Technologies
金融庁が野村に再発防止要求、元社員逮捕｢重く受け止め｣－関係者,2024-11-08 09:50:00,https://www.bloomberg.co.jp/news/articles/2024-11-08/SMKHROT0G1KW00,Y,野村,野村ホールディングス
＜社説＞東証の取引不正 倫理の欠如にあきれる,2024-11-08 07:56:16,https://www.tokyo-np.co.jp/article/365551,Y,東証,東京証券取引所
無許可の副業で約2億円。20代職員が風俗店勤務…国税さん、最近ちょっと不祥事が多くないですか？,2024-11-08 07:21:15,https://gendai.media/articles/-/140580?page\u003d2,N,国税,-
給付金詐欺総額2億円に大麻所持… 国税さん、最近若手の不祥事がちょっと多くないですか？,2024-11-08 06:09:03,https://gendai.media/articles/-/140582,N,国税,-
売上を伸ばしながらクレカ不正利用と悪質転売にも対応 PHOEBE BEAUTY UPが導入した「O-PLUX」とは,2024-11-08 05:01:10,https://ecnomikata.com/original_news/44965/,Y,PHOEBE BEAUTY UP,-
障がい者グループホーム不正 コンサル、那覇でも虚偽申請か 実態と異なる人員配置装う 沖縄,2024-11-08 05:00:00,https://ryukyushimpo.jp/news/national/entry-3627088.html,N,-,-
韓国大統領、疑惑巡り陳謝 不正否定、巻き返し図る｜国際｜全国のニュース,2024-11-08 05:00:00,https://www.hokkoku.co.jp/articles/-/1570336,N,韓国大統領,-
JICA、不正防止へ第三者機関設置 情報漏洩巡り再検証,2024-11-08 02:30:00,https://www.nikkei.com/article/DGXZQOUA073970X01C24A1000000/,N,JICA,-
スマホ100台で電子タバコ300万円分を不正購入か ベトナム国籍の男逮捕 警視庁,2024-11-07 22:12:43,https://www.khb-tv.co.jp/news/15499458,N,ベトナム国籍の男,-
ジョッキでビール7杯「当時の記憶ない」…酒席でセクハラ 49歳男性教諭を減給処分 本年度懲戒18件目、県教委は不祥事防止強化へ体験型研修実施へ,2024-11-07 21:01:00,https://373news.com/_news/storyid/204116/,N,男性教諭,-
詐欺の被害品を不正に使用疑い 巡査部長を懲戒免職 大阪府警,2024-11-07 20:08:00,https://www3.nhk.or.jp/kansai-news/20241107/2000089042.html,N,大阪府警,-
鹿児島県警不祥事の指示巡り長官訓戒 野川前本部長 自動車安全運転センターへ異動 (2024年11月7日),2024-11-07 19:08:38,https://www.excite.co.jp/news/article/kts_1227194611334578506/,N,鹿児島県警,-
新幹線チケット１２７万円分を不正購入か 男女を逮捕 広島,2024-11-07 18:50:00,https://www.home-tv.co.jp/news/content/?news_id\u003d20241107279236,N,-,-
鹿児島県警不祥事の指示巡り長官訓戒 野川前本部長 自動車安全運転センターへ異動,2024-11-07 18:45:00,https://www.fnn.jp/articles/-/783829,N,鹿児島県警,-
特殊詐欺捜査課の巡査部長を懲戒免職 高齢者の被害品を不正使用疑い [大阪府],2024-11-07 18:31:40,https://www.asahi.com/articles/ASSC732ZCSC7PTIL003M.html,N,大阪府,-
「ｄ払い」不正決済で３００万円詐取 容疑でベトナム人の男再逮捕―警視庁,2024-11-07 15:09:00,https://www.jiji.com/jc/article?k\u003d2024110700843\u0026g\u003dsoc,N,ベトナム人の男,-
損保ジャパン「不祥事忘れない」 社員向けに資料展示室,2024-11-07 15:05:18,https://www.nikkei.com/article/DGXZQOUB070900X01C24A1000000/,Y,損保ジャパン,-
【速報】大阪府警の42歳巡査部長を懲戒免職 特殊詐欺被害品の電子マネー80万円分を不正チャージか,2024-11-07 14:35:01,https://news.ntv.co.jp/n/ytv/category/society/ytb8623d079b154beba83d96899917b600,N,大阪府警の42歳巡査部長,-
d払い不正使用で電子たばこを詐取、容疑でベトナム人の男を再逮捕 被害総額6千万円か,2024-11-07 13:11:12,https://www.sankei.com/article/20241107-ZIGEGWUO6JOI7DFWMHQIC3YZQ4/,N,ベトナム人の男,-
特殊詐欺被害品、刑事が不正使用か その後「特殊詐欺捜査課」へ異動 [大阪府],2024-11-07 13:00:00,https://www.asahi.com/articles/ASSC700BBSC7PTIL011M.html,N,大阪府警,-
保険証不正使用容疑で逮捕の革労協活動家の女 24年前の内ゲバ殺傷事件の被害者だった,2024-11-07 10:50:06,https://www.sankei.com/article/20241107-VKPSNEQD25E6PM5G6J4CYP4APY/,N,革労協活動家の女,-
巻き返しへ米中が影 認証不正、対策道半ば―トヨタ,2024-11-07 07:15:00,https://www.jiji.com/jc/article?k\u003d2024110601194\u0026g\u003deco,Y,トヨタ,トヨタ自動車
鉄道輪軸不正10の疑問、国内事業者の6割に広がったルール違反,2024-11-07 05:00:00,https://xtech.nikkei.com/atcl/nxt/column/18/00001/09926/,Y,-,-
「歴代不祥事の中でも伝説級」神奈川県警 現役警官の“驚愕悪事”にネット呆然「マジでどうなってんの」,2024-11-07 04:09:39,http://www.msn.com/ja-jp/news/national/%E6%AD%B4%E4%BB%A3%E4%B8%8D%E7%A5%A5%E4%BA%8B%E3%81%AE%E4%B8%AD%E3%81%A7%E3%82%82%E4%BC%9D%E8%AA%AC%E7%B4%9A-%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E8%AD%A6-%E7%8F%BE%E5%BD%B9%E8%AD%A6%E5%AE%98%E3%81%AE-%E9%A9%9A%E6%84%95%E6%82%AA%E4%BA%8B-%E3%81%AB%E3%83%8D%E3%83%83%E3%83%88%E5%91%86%E7%84%B6-%E3%83%9E%E3%82%B8%E3%81%A7%E3%81%A9%E3%81%86%E3%81%AA%E3%81%A3%E3%81%A6%E3%82%93%E3%81%AE/ar-AA1tzNeV?apiversion\u003dv2\u0026noservercache\u003d1\u0026domshim\u003d1\u0026renderwebcomponents\u003d1\u0026wcseo\u003d1\u0026batchservertelemetry\u003d1\u0026noservertelemetry\u003d1,N,神奈川県警,-
不祥事に揺れる県警 新本部長が着任 「やれることは何でも」,2024-11-07 03:39:47,https://www.msn.com/ja-jp/news/national/%E4%B8%8D%E7%A5%A5%E4%BA%8B%E3%81%AB%E6%8F%BA%E3%82%8C%E3%82%8B%E7%9C%8C%E8%AD%A6-%E6%96%B0%E6%9C%AC%E9%83%A8%E9%95%B7%E3%81%8C%E7%9D%80%E4%BB%BB-%E3%82%84%E3%82%8C%E3%82%8B%E3%81%93%E3%81%A8%E3%81%AF%E4%BD%95%E3%81%A7%E3%82%82/ar-AA1tzKPW,N,県警,-
